Date;Indicator;Province;Destination;value
2022-October;Tourists Spending (SAR);Jouf Province;Other Jouf;4298634.640000001
2022-December;Tourists Spending (SAR);Jouf Province;Other Jouf;1080.5
2022-January;Tourists Spending (SAR);Madinah Province;Al Ula;4137156.81
2023-February;Tourists Spending (SAR);Madinah Province;Al Ula;65445353.71
2023-May;Tourists Spending (SAR);Madinah Province;Al Ula;31915013.83
2022-June;Tourists Spending (SAR);Madinah Province;Al Ula;13665416.64
2023-June;Tourists Spending (SAR);Madinah Province;Al Ula;37444625.67
2021-July;Tourists Spending (SAR);Madinah Province;Al Ula;384787.85
2023-September;Tourists Spending (SAR);Madinah Province;Al Ula;25013006.19
2022-December;Tourists Spending (SAR);Madinah Province;Al Ula;227696790.65
2022-March;Tourists Spending (SAR);Madinah Province;Madinah;2953026.1
2023-May;Tourists Spending (SAR);Madinah Province;Madinah;32404436.86
2022-June;Tourists Spending (SAR);Madinah Province;Madinah;2225729.21
2023-August;Tourists Spending (SAR);Madinah Province;Madinah;27416536.95
2022-September;Tourists Spending (SAR);Madinah Province;Madinah;8859260.39
2021-November;Tourists Spending (SAR);Madinah Province;Madinah;2540626.3
2022-November;Tourists Spending (SAR);Madinah Province;Madinah;57809077.04
2023-November;Tourists Spending (SAR);Madinah Province;Madinah;8035659.21
2022-December;Tourists Spending (SAR);Madinah Province;Madinah;179723841.05
2023-February;Tourists Spending (SAR);Madinah Province;Yanbu;4878517.3
2021-April;Tourists Spending (SAR);Madinah Province;Yanbu;48784.88
2022-June;Tourists Spending (SAR);Madinah Province;Other Madinah;269859.65
2023-June;Tourists Spending (SAR);Madinah Province;Other Madinah;495409.39
2021-July;Tourists Spending (SAR);Madinah Province;Other Madinah;93513.98
2021-August;Tourists Spending (SAR);Madinah Province;Other Madinah;98042.5
2023-August;Tourists Spending (SAR);Madinah Province;Other Madinah;0.0
2023-October;Tourists Spending (SAR);Madinah Province;Other Madinah;95138.04
2023-December;Tourists Spending (SAR);Madinah Province;Other Madinah;0.0
2022-February;Tourists Spending (SAR);Makkah Province;Jeddah;583192268.12
2022-July;Tourists Spending (SAR);Makkah Province;Jeddah;436123207.08
2022-October;Tourists Spending (SAR);Makkah Province;Jeddah;827191197.81
2021-November;Tourists Spending (SAR);Makkah Province;Jeddah;217024709.56
2021-January;Tourists Spending (SAR);Makkah Province;Makkah;10574961.17
2022-April;Tourists Spending (SAR);Makkah Province;Makkah;8285434406.57
2022-May;Tourists Spending (SAR);Makkah Province;Makkah;3113600504.34
2021-June;Tourists Spending (SAR);Makkah Province;Makkah;13449620.85
